,Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
819,819,7034,1978,D3,Menikah,25804000.0,1,0,01-09-2013,34,8000,7000,9000,13000,6000,12000,2,2,0,3,8,0,0,0,0,0,0,3,11,0
820,820,9493,1980,S3,Lajang,76412000.0,0,0,05-05-2013,15,840000,53000,804000,23000,71000,17000,1,5,4,8,3,0,0,1,1,0,0,3,11,1
821,821,1143,1972,S1,Menikah,22063000.0,1,0,08-08-2013,43,7000,10000,13000,3000,11000,11000,2,2,0,3,7,0,0,0,0,0,0,3,11,0
822,822,1,1961,S1,Lajang,57091000.0,0,0,15-06-2014,0,464000,5000,64000,7000,0,37000,1,7,3,7,5,0,0,0,0,1,0,3,11,1
823,823,3855,1963,S1,Menikah,22419000.0,0,0,18-04-2013,74,30000,3000,47000,19000,21000,42000,1,3,2,2,8,0,0,0,0,0,0,3,11,0
824,824,5536,1959,S1,Bertunangan,87771000.0,0,1,22-05-2013,61,1492000,38000,287000,50000,57000,33000,1,5,10,4,6,0,1,1,1,1,0,3,11,1
825,825,5989,1959,D3,Cerai,78353000.0,0,1,16-04-2013,51,752000,122000,476000,39000,153000,34000,1,10,2,11,8,0,0,0,0,0,0,3,11,0
826,826,9499,1954,S1,Menikah,93404000.0,1,2,07-05-2013,97,1279000,15000,287000,20000,0,15000,3,3,4,7,5,0,1,1,0,0,0,3,11,0
827,827,6768,1962,S1,Cerai,37859000.0,1,2,12-01-2013,75,22000,1000,8000,2000,1000,2000,2,1,0,3,8,0,0,0,0,0,0,3,11,0
828,828,2150,1958,S3,Janda,80995000.0,0,1,11-05-2013,83,860000,28000,409000,73000,56000,56000,1,8,9,4,4,0,0,0,0,0,0,3,11,0
829,829,6646,1984,S1,Bertunangan,16529000.0,1,0,01-03-2014,23,3000,0,5000,13000,0,1000,1,1,0,3,6,0,0,0,0,0,0,3,11,0
830,830,4887,1976,S3,Cerai,55412000.0,1,1,22-11-2013,65,10000,5000,28000,11000,1000,8000,1,2,0,3,5,0,0,0,0,0,0,3,11,0
831,831,8560,1992,S1,Lajang,48789000.0,0,0,10-09-2012,94,351000,16000,156000,7000,5000,145000,1,6,4,7,6,0,0,0,0,0,0,3,11,0
832,832,3321,1967,S3,Bertunangan,56575000.0,0,2,05-05-2013,42,421000,5000,90000,0,16000,10000,3,7,3,7,5,0,0,0,0,0,0,3,11,0
833,833,11003,1980,D3,Bertunangan,25130000.0,1,0,02-10-2013,10,2000,5000,7000,0,18000,18000,2,2,0,3,7,0,0,0,0,0,0,3,11,0
834,834,10402,1967,S1,Menikah,35441000.0,1,1,14-02-2013,94,25000,1000,9000,2000,1000,1000,2,1,0,3,8,0,0,0,0,0,0,3,11,0
835,835,9904,1956,S1,Menikah,71391000.0,0,1,29-03-2013,50,336000,123000,274000,46000,123000,141000,5,6,5,12,3,0,0,0,0,0,0,3,11,0
836,836,6141,1972,S2,Lajang,49494000.0,1,0,25-04-2013,46,191000,9000,97000,0,6000,82000,2,6,1,5,7,0,0,0,0,0,0,3,11,0
837,837,5687,1980,S1,Cerai,81702000.0,0,0,23-09-2012,98,563000,50000,774000,28000,31000,187000,1,7,7,12,3,0,0,0,0,0,0,3,11,0
838,838,10856,1980,D3,Lajang,45889000.0,0,1,02-07-2013,42,31000,0,6000,0,1000,8000,1,1,0,3,6,0,0,0,0,0,0,3,11,0
839,839,5121,1977,S1,Lajang,56628000.0,0,1,21-03-2014,30,479000,5000,82000,7000,17000,171000,2,7,6,5,5,1,0,0,0,0,0,3,11,0
840,840,4186,1950,S1,Bertunangan,34026000.0,1,1,05-08-2013,11,18000,6000,15000,12000,8000,17000,3,2,1,3,5,0,0,0,0,0,0,3,11,0
841,841,368,1974,S1,Menikah,40049000.0,0,1,29-11-2012,61,91000,65000,52000,10000,44000,28000,3,3,2,6,5,0,0,0,0,0,0,3,11,0
842,842,3312,1988,S1,Lajang,34176000.0,1,0,12-05-2014,12,5000,7000,24000,19000,14000,20000,4,3,0,4,6,0,0,0,0,0,0,3,11,0
843,843,11121,1981,S1,Menikah,19419000.0,1,0,10-11-2012,76,2000,14000,28000,16000,3000,7000,4,4,0,3,9,0,0,0,0,0,0,3,11,0
844,844,5332,1960,D3,Menikah,82504000.0,0,0,27-07-2013,2,362000,50000,431000,134000,35000,54000,1,3,6,7,1,0,0,0,0,0,0,3,11,0
845,845,5848,1970,S1,Bertunangan,81205000.0,0,0,13-01-2014,43,724000,74000,929000,97000,55000,130000,1,5,6,7,2,1,0,1,0,1,0,3,11,1
846,846,10343,1991,D3,Lajang,61618000.0,0,0,29-09-2012,27,605000,91000,399000,0,45000,205000,2,3,6,8,3,0,0,0,0,0,0,3,11,0
847,847,5935,1956,S2,Lajang,55284000.0,0,1,24-12-2012,60,547000,7000,140000,0,7000,63000,3,7,5,8,5,0,0,0,0,0,0,3,11,0
848,848,2895,1963,S1,Lajang,49980000.0,0,1,23-10-2013,79,104000,1000,54000,13000,9000,14000,2,3,1,5,5,0,0,0,0,0,0,3,11,0
849,849,10262,1980,S1,Menikah,15072000.0,2,0,10-05-2013,96,8000,2000,15000,0,10000,18000,4,3,1,3,5,0,0,0,0,0,0,3,11,0
850,850,7848,1974,S1,Lajang,49166000.0,0,1,13-06-2013,17,224000,2000,25000,7000,0,110000,2,5,3,3,6,0,0,0,0,0,0,3,11,0
851,851,9477,1954,S3,Menikah,65324000.0,0,1,11-01-2014,0,384000,0,102000,21000,32000,5000,3,6,2,9,4,0,0,0,0,0,0,3,11,0
852,852,4856,1957,D3,Menikah,82347000.0,0,0,06-11-2012,38,556000,54000,845000,202000,133000,63000,1,7,7,10,3,1,0,0,1,0,0,3,11,0
853,853,7186,1966,S3,Bertunangan,30843000.0,1,1,26-05-2014,43,24000,0,2000,0,0,9000,2,1,1,2,5,1,0,0,0,0,0,3,11,0
854,854,5794,1974,S3,Menikah,46374000.0,0,1,17-03-2014,1,408000,0,21000,0,0,17000,3,7,1,7,8,0,1,0,1,0,0,3,11,1
855,855,1456,1979,S1,Lajang,60474000.0,0,1,01-04-2013,25,265000,199000,303000,234000,9000,170000,7,10,2,12,7,0,0,0,0,0,0,3,11,0
856,856,4877,1973,S2,Menikah,38576000.0,0,1,04-03-2014,2,34000,0,7000,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
857,857,425,1985,S1,Menikah,55357000.0,2,0,19-02-2013,66,374000,64000,116000,84000,25000,64000,3,6,2,11,5,0,0,0,0,0,0,3,11,0
858,858,3007,1966,S1,Bertunangan,37758000.0,1,1,04-10-2012,49,27000,2000,10000,0,0,1000,2,1,0,3,8,0,0,0,0,0,0,3,11,0
859,859,1031,1989,D3,Menikah,85710000.0,0,0,05-05-2013,5,600000,20000,350000,29000,30000,33000,1,6,9,10,2,0,0,1,0,0,0,3,11,0
860,860,4297,1969,S1,Bertunangan,23228000.0,1,0,26-01-2014,71,13000,2000,18000,6000,1000,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
861,861,807,1969,S2,Bertunangan,44602000.0,1,1,15-02-2014,35,167000,2000,89000,0,0,34000,6,6,1,4,8,0,0,0,0,0,0,3,11,0
862,862,9553,1987,S1,Menikah,7500000.0,0,0,09-01-2013,94,0,2000,3000,4000,1000,5000,1,0,0,3,6,0,0,0,0,0,0,3,11,0
863,863,4271,1989,D3,Bertunangan,38683000.0,1,0,04-10-2012,80,46000,35000,69000,84000,41000,66000,6,4,1,6,7,0,0,0,0,0,0,3,11,0
864,864,4120,1975,D3,Lajang,49514000.0,1,0,17-12-2013,61,88000,39000,78000,58000,13000,93000,2,6,1,4,7,0,0,0,0,0,0,3,11,0
865,865,2036,1973,S3,Bertunangan,57906000.0,0,1,11-06-2013,29,243000,11000,119000,10000,3000,15000,3,4,2,8,4,0,0,0,0,0,0,3,11,0
866,866,115,1966,S2,Lajang,43456000.0,0,1,26-03-2013,0,275000,11000,68000,25000,7000,7000,3,5,1,8,5,0,0,0,0,0,0,3,11,0
867,867,4259,1986,S2,Lajang,19485000.0,2,0,24-09-2013,80,6000,0,4000,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
868,868,8687,1978,S1,Bertunangan,53172000.0,0,1,06-05-2013,54,121000,62000,90000,68000,20000,125000,3,2,3,8,3,0,0,0,0,0,0,3,11,0
869,869,2447,1979,S1,Bertunangan,30545000.0,1,0,17-10-2012,71,4000,12000,15000,19000,7000,12000,2,2,0,3,7,0,0,0,0,0,0,3,11,0
870,870,10140,1983,S3,Bertunangan,70123000.0,0,0,28-09-2013,27,1308000,0,396000,23000,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0
871,871,9353,1959,S1,Lajang,62450000.0,0,1,06-01-2014,61,515000,47000,267000,62000,66000,38000,2,5,5,4,3,0,1,0,0,0,0,3,11,0
872,872,3623,1976,S1,Bertunangan,21675000.0,1,0,11-06-2014,55,4000,0,16000,17000,4000,4000,3,4,0,3,7,0,0,0,0,0,0,3,11,0
873,873,738,1981,D3,Lajang,42395000.0,1,1,04-04-2014,35,48000,13000,57000,24000,15000,25000,4,3,1,4,7,0,0,0,0,0,0,3,11,0
874,874,7631,1978,S2,Bertunangan,61346000.0,1,0,06-10-2013,34,562000,58000,168000,43000,16000,142000,1,5,7,10,3,0,0,0,0,0,0,3,11,0
875,875,4789,1953,S1,Bertunangan,80812000.0,0,0,17-09-2013,95,769000,22000,500000,210000,143000,33000,1,4,8,5,2,1,0,1,1,0,0,3,11,0
876,876,773,1971,S2,Cerai,42835000.0,1,1,30-06-2013,64,379000,4000,93000,12000,9000,98000,7,6,6,4,6,0,0,0,0,0,0,3,11,0
877,877,10602,1983,S1,Menikah,39922000.0,1,0,14-02-2013,30,29000,12000,59000,19000,1000,36000,2,3,0,4,8,0,0,0,0,0,0,3,11,0
878,878,1446,1956,S2,Lajang,86424000.0,0,0,05-04-2014,12,387000,68000,569000,89000,45000,68000,1,6,9,12,1,0,0,0,0,0,0,3,11,0
879,879,3270,1978,D3,Bertunangan,17117000.0,1,0,17-01-2013,96,12000,23000,38000,30000,18000,7000,4,3,1,3,9,0,0,0,0,0,0,3,11,0
880,880,8443,1972,S1,Lajang,24762000.0,1,0,10-02-2014,16,6000,10000,12000,3000,15000,40000,3,3,1,2,8,1,0,0,0,0,0,3,11,1
881,881,9653,1975,S1,Menikah,35797000.0,0,1,16-10-2012,16,27000,1000,14000,4000,1000,21000,2,2,0,3,8,0,0,0,0,0,0,3,11,0
882,882,8916,1975,S1,Cerai,36627000.0,2,0,23-07-2013,78,9000,1000,5000,0,0,1000,1,0,0,3,5,0,0,0,0,0,0,3,11,0
883,883,8017,1981,D3,Menikah,51111000.0,1,1,19-06-2014,83,22000,0,19000,6000,5000,3000,2,2,0,3,6,0,0,0,0,0,0,3,11,0
884,884,5830,1972,S3,Lajang,86857000.0,0,0,12-09-2012,96,899000,102000,838000,133000,102000,40000,1,5,6,10,2,0,0,0,0,0,0,3,11,1
885,885,4597,1970,S3,Bertunangan,82072000.0,0,0,02-07-2013,67,889000,55000,685000,168000,92000,129000,1,3,2,13,1,0,0,0,0,0,0,3,11,0
886,886,7023,1953,S3,Lajang,46231000.0,2,1,26-11-2012,87,189000,2000,55000,0,5000,12000,4,6,1,4,9,0,0,0,0,0,0,3,11,0
887,887,8086,1959,S1,Menikah,42243000.0,1,1,11-12-2013,34,48000,0,2000,0,0,5000,2,2,0,3,7,0,0,0,0,0,0,3,11,0
888,888,8825,1962,S1,Bertunangan,51195000.0,1,1,01-04-2013,46,230000,14000,156000,82000,24000,58000,8,9,2,5,8,0,0,0,0,0,0,3,11,0
889,889,2930,1978,S2,Lajang,68092000.0,0,0,16-12-2013,7,852000,60000,207000,78000,36000,48000,2,2,6,10,5,0,0,0,0,0,0,3,11,0
890,890,1928,1973,S1,Menikah,31814000.0,1,0,09-02-2013,73,35000,3000,20000,4000,1000,20000,2,2,0,3,9,1,0,0,0,0,0,3,11,0
891,891,7108,1965,S2,Janda,51390000.0,1,1,08-09-2012,54,205000,20000,47000,23000,2000,56000,6,5,2,5,5,0,0,0,0,0,0,3,11,0
892,892,10925,1983,S1,Menikah,76630000.0,0,0,14-01-2014,93,255000,31000,446000,40000,56000,175000,1,3,10,11,1,0,0,0,0,0,0,3,11,0
893,893,9960,1991,SMA,Lajang,26868000.0,1,0,30-04-2014,52,0,0,1000,8000,3000,2000,1,1,0,2,7,0,0,0,0,0,0,3,11,0
894,894,8800,1943,S3,Cerai,48948000.0,0,0,01-02-2013,53,437000,8000,206000,160000,49000,42000,2,7,10,5,6,1,0,0,0,0,0,3,11,1
895,895,9224,1972,S3,Lajang,55260000.0,0,1,12-12-2012,81,825000,8000,53000,11000,0,242000,2,8,10,5,6,0,0,0,0,0,0,3,11,0
896,896,5519,1956,S1,Bertunangan,64090000.0,0,1,07-08-2013,8,316000,58000,161000,76000,51000,135000,1,6,9,4,5,0,0,0,0,0,0,3,11,1
897,897,5046,1958,S1,Cerai,78331000.0,0,1,23-01-2014,97,756000,138000,354000,160000,169000,61000,2,10,6,7,4,0,0,0,0,0,0,3,11,0
898,898,7037,1974,S3,Menikah,37087000.0,1,0,11-08-2013,50,194000,55000,134000,15000,0,3000,3,4,2,8,6,0,0,0,0,0,0,3,11,0
899,899,905,1986,S1,Cerai,21846000.0,1,0,22-10-2013,38,7000,17000,18000,6000,10000,26000,4,4,0,3,8,0,0,0,0,0,0,3,11,0
900,900,8624,1958,S1,Menikah,81320000.0,0,0,06-02-2013,61,183000,33000,493000,59000,103000,57000,1,4,3,10,2,0,0,0,0,0,0,3,11,0
901,901,8945,1970,S1,Cerai,54137000.0,0,1,16-08-2013,46,171000,0,11000,0,1000,20000,2,4,1,4,6,0,0,0,0,0,0,3,11,0
902,902,6445,1967,S1,Bertunangan,66825000.0,0,0,14-07-2013,73,243000,101000,405000,29000,40000,40000,1,4,5,6,2,0,0,0,0,0,0,3,11,0
903,903,2727,1973,S1,Bertunangan,57100000.0,0,0,04-12-2013,19,181000,21000,69000,39000,3000,96000,1,3,3,6,3,0,0,0,0,0,0,3,11,0
904,904,6404,1969,S1,Bertunangan,58917000.0,1,2,24-03-2013,10,151000,7000,89000,0,7000,28000,5,4,1,6,5,0,0,0,0,0,0,3,11,0
905,905,11074,1977,S1,Lajang,85072000.0,0,0,09-04-2014,94,494000,92000,391000,194000,11000,241000,1,3,4,10,0,0,0,0,0,0,0,3,11,0
906,906,10150,1961,S1,Lajang,86429000.0,0,0,21-11-2013,10,464000,28000,873000,29000,18000,37000,0,7,4,7,2,0,0,0,1,0,0,3,11,1
907,907,1968,1971,S1,Janda,45684000.0,1,0,02-12-2013,37,5000,1000,5000,10000,0,7000,1,1,0,2,7,0,0,0,0,0,0,3,11,0
908,908,6534,1974,S1,Bertunangan,47889000.0,1,0,04-01-2014,94,29000,0,29000,0,5000,4000,1,2,0,3,5,0,0,0,0,0,0,3,11,0
909,909,9485,1986,S3,Menikah,45921000.0,0,0,10-03-2014,23,102000,9000,49000,24000,3000,12000,1,2,1,6,4,0,0,0,0,0,0,3,11,0
910,910,7053,1966,S3,Lajang,78420000.0,0,0,29-06-2013,75,604000,28000,674000,91000,28000,28000,1,3,10,8,1,0,0,0,0,0,0,3,11,0
911,911,4654,1992,S1,Bertunangan,75114000.0,0,0,07-11-2013,40,571000,12000,523000,63000,60000,24000,1,3,10,5,2,0,0,0,0,0,0,3,11,0
912,912,9760,1963,S3,Janda,52278000.0,0,1,25-01-2013,24,953000,0,71000,0,0,174000,6,10,5,10,8,0,0,0,0,0,0,3,11,1
913,913,1048,1972,S2,Menikah,35641000.0,1,0,14-07-2013,11,63000,3000,67000,8000,9000,28000,2,3,1,4,7,0,0,0,0,0,0,3,11,1
914,914,10619,1994,S1,Lajang,95529000.0,0,0,03-12-2012,29,770000,29000,890000,250000,27000,24000,1,7,3,7,3,0,0,1,0,0,0,3,11,1
915,915,9308,1954,S1,Menikah,62820000.0,0,0,11-05-2013,51,398000,61000,265000,138000,61000,53000,1,3,4,6,1,0,0,0,0,0,0,3,11,0
916,916,10505,1960,S2,Bertunangan,73113000.0,0,0,26-12-2013,86,741000,19000,154000,50000,9000,28000,1,3,4,7,2,0,0,0,0,0,0,3,11,0
917,917,8362,1982,S3,Menikah,84169000.0,0,0,07-08-2013,9,1478000,19000,403000,0,19000,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1
918,918,2625,1954,D3,Lajang,42607000.0,0,1,17-11-2013,30,156000,29000,56000,30000,32000,47000,2,3,2,7,3,0,0,0,0,0,0,3,11,0
919,919,4637,1954,S3,Lajang,74637000.0,0,0,18-05-2013,73,960000,64000,464000,146000,0,16000,1,6,9,9,3,0,0,0,1,0,0,3,11,0
920,920,9972,1955,S3,Bertunangan,46015000.0,1,1,13-04-2014,25,38000,0,2000,0,0,6000,1,1,0,3,7,1,0,0,0,1,0,3,11,0
921,921,4483,1993,S1,Lajang,72354000.0,0,0,17-04-2013,67,315000,26000,473000,220000,12000,182000,1,2,10,6,1,0,0,0,0,0,0,3,11,0
922,922,4487,1969,S2,Lajang,39858000.0,1,0,24-01-2013,67,15000,20000,25000,2000,7000,26000,1,2,0,4,6,0,0,0,0,0,0,3,11,1
923,923,4988,1948,S3,Menikah,34469000.0,1,1,04-05-2014,58,19000,6000,20000,0,5000,12000,3,1,1,4,4,0,0,0,0,0,0,3,11,0
924,924,8931,1986,S1,Bertunangan,83033000.0,1,0,18-05-2014,82,812000,99000,431000,237000,149000,33000,1,11,4,10,5,0,0,0,1,0,0,3,11,0
925,925,5871,1979,S2,Bertunangan,24401000.0,0,0,31-08-2012,98,73000,28000,217000,10000,24000,115000,3,6,1,6,8,0,0,0,0,0,0,3,11,0
926,926,2008,1978,S1,Menikah,77583000.0,0,0,10-02-2014,93,372000,23000,384000,250000,12000,108000,1,4,5,9,2,0,0,0,1,0,0,3,11,0
927,927,3139,1982,D3,Lajang,74116000.0,0,0,30-12-2013,53,871000,111000,704000,145000,55000,166000,1,4,4,10,2,0,1,0,0,0,0,3,11,0
928,928,10037,1993,S1,Lajang,74293000.0,0,0,04-05-2014,66,375000,152000,335000,93000,91000,81000,1,5,4,6,2,0,0,0,0,0,0,3,11,0
929,929,10673,1976,S3,Menikah,68397000.0,0,1,17-11-2013,6,760000,80000,466000,17000,13000,80000,1,6,9,5,3,0,0,0,0,0,0,3,11,0
930,930,5303,1974,S3,Bertunangan,79632000.0,0,0,08-04-2014,42,471000,0,510000,99000,21000,12000,1,6,4,9,2,0,0,0,0,0,0,3,11,0
931,931,538,1989,S1,Lajang,46107000.0,1,0,10-02-2014,78,31000,9000,27000,16000,9000,33000,1,1,1,4,3,0,0,0,0,0,0,3,11,0
932,932,7922,1951,S3,Lajang,64950000.0,0,1,12-08-2012,29,819000,0,72000,12000,0,63000,2,11,2,10,7,0,1,0,0,0,0,3,11,0
933,933,5692,1989,SMA,Menikah,25443000.0,1,0,22-12-2012,82,1000,4000,3000,8000,9000,7000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
934,934,4843,1952,S1,Lajang,75127000.0,0,0,22-05-2014,92,203000,35000,305000,46000,17000,227000,1,2,11,5,1,0,0,0,0,0,0,3,11,0
935,935,6383,1971,S3,Bertunangan,32892000.0,1,0,25-05-2014,78,26000,0,15000,2000,1000,2000,2,3,0,3,8,0,0,0,0,0,0,3,11,0
936,936,1628,1971,S1,Bertunangan,71796000.0,0,0,24-10-2013,54,354000,21000,311000,167000,75000,32000,1,9,3,4,4,0,0,0,0,0,0,3,11,0
937,937,1204,1970,S3,Menikah,67536000.0,0,1,22-05-2013,45,1253000,0,447000,23000,71000,35000,3,11,5,11,8,0,0,0,1,0,0,3,11,0
938,938,3673,1971,S1,Lajang,55239000.0,0,1,14-07-2013,59,371000,17000,238000,23000,24000,106000,3,7,5,11,5,0,0,0,0,0,0,3,11,0
939,939,760,1975,S3,Cerai,60554000.0,1,0,09-08-2013,8,588000,7000,76000,110000,15000,15000,2,8,4,9,6,0,0,0,0,0,0,3,11,0
940,940,8957,1952,D3,Lajang,64831000.0,1,1,10-06-2013,51,480000,86000,249000,75000,86000,144000,8,6,3,5,6,0,0,0,0,0,0,3,11,0
941,941,4128,1962,S3,Bertunangan,56067000.0,0,1,20-07-2013,51,517000,12000,54000,16000,6000,120000,2,7,4,7,5,0,0,0,0,0,0,3,11,0
942,942,6810,1983,S1,Cerai,82025000.0,0,0,28-05-2013,76,267000,98000,606000,48000,70000,98000,1,3,2,6,1,0,0,1,0,0,0,3,11,1
943,943,5386,1953,S1,Bertunangan,94384000.0,0,0,04-03-2013,62,1111000,24000,790000,160000,45000,172000,0,5,8,5,2,0,1,1,1,0,0,3,11,1
944,944,8700,1986,SMA,Lajang,14906000.0,0,0,22-12-2012,86,7000,7000,14000,7000,16000,15000,3,2,1,3,7,0,0,0,0,0,0,3,11,0
945,945,3202,1987,S3,Menikah,51563000.0,0,0,01-10-2012,60,1166000,0,48000,0,0,36000,1,4,4,10,8,0,1,1,0,0,0,3,11,0
946,946,1328,1982,D3,Menikah,57937000.0,0,1,16-02-2014,56,261000,42000,144000,55000,48000,133000,3,4,4,9,3,0,0,0,0,0,0,3,11,0
947,947,8405,1979,S1,Cerai,68274000.0,1,1,30-09-2013,83,135000,25000,51000,23000,25000,46000,2,4,2,5,3,0,0,0,0,0,0,3,11,0
948,948,6515,1977,S1,Bertunangan,39771000.0,1,0,06-12-2013,92,6000,2000,18000,2000,8000,14000,1,2,0,3,4,0,0,0,0,0,0,3,11,0
949,949,2882,1975,D3,Cerai,67893000.0,0,1,01-10-2012,31,711000,28000,142000,49000,18000,47000,2,3,2,9,8,0,0,0,0,0,0,3,11,0
950,950,7574,1979,S3,Bertunangan,27922000.0,1,0,10-05-2014,80,11000,0,13000,2000,4000,11000,1,2,0,3,4,0,0,0,0,0,0,3,11,0
951,951,6387,1976,S3,Bertunangan,52190000.0,1,1,08-05-2014,39,42000,0,17000,0,0,18000,3,2,1,3,5,1,0,0,0,0,0,3,11,0
952,952,5320,1973,S2,Cerai,44051000.0,1,1,29-01-2013,20,79000,7000,58000,6000,3000,18000,4,3,1,4,6,0,0,0,0,0,0,3,11,1
953,953,5048,1971,S3,Lajang,42767000.0,2,0,11-05-2013,53,20000,6000,43000,19000,5000,38000,1,3,1,2,8,0,0,0,0,0,0,3,11,0
954,954,8146,1976,S2,Bertunangan,46106000.0,1,1,11-05-2014,84,30000,0,8000,2000,0,14000,1,1,1,2,6,0,0,0,0,0,0,3,11,0
955,955,10031,1976,S3,Menikah,16927000.0,1,1,10-02-2013,50,20000,2000,23000,3000,1000,4000,5,3,0,4,8,0,0,0,0,0,0,3,11,0
956,956,5748,1965,S1,Menikah,59754000.0,0,1,01-12-2012,96,115000,27000,44000,4000,146000,139000,3,5,2,6,5,0,0,0,0,0,0,3,11,1
957,957,2134,1952,S1,Lajang,53700000.0,0,1,17-08-2012,94,263000,5000,233000,69000,41000,83000,4,5,5,8,5,0,0,0,0,0,0,3,11,0
958,958,1523,1973,S1,Menikah,59041000.0,1,1,07-05-2014,25,69000,2000,15000,2000,2000,6000,2,2,0,4,5,0,0,0,0,0,0,3,11,0
959,959,9665,1957,S3,Cerai,54237000.0,0,1,27-04-2013,48,267000,3000,30000,4000,0,57000,4,5,2,5,6,0,0,0,0,0,0,3,11,0
960,960,4640,1967,S1,Cerai,70647000.0,0,1,21-09-2012,65,561000,85000,171000,25000,123000,114000,2,4,7,13,2,0,0,0,0,0,0,3,11,0
961,961,3635,1962,S3,Lajang,52597000.0,0,1,07-05-2014,69,492000,0,37000,7000,0,42000,3,6,3,8,5,0,0,0,0,0,0,3,11,0
962,962,3547,1969,S2,Bertunangan,41021000.0,1,0,30-12-2012,12,14000,7000,9000,6000,16000,12000,2,2,0,3,6,0,0,0,0,0,0,3,11,1
963,963,2456,1975,S3,Menikah,40233000.0,0,1,14-10-2013,84,80000,4000,46000,0,17000,2000,5,2,1,5,6,0,0,0,0,0,0,3,11,0
964,964,5633,1980,S1,Menikah,50183000.0,1,1,25-06-2014,47,97000,12000,84000,13000,10000,15000,7,3,1,6,5,0,0,0,0,0,0,3,11,0
965,965,7801,1959,S1,Bertunangan,54753000.0,0,1,12-09-2013,87,197000,107000,227000,7000,59000,131000,3,5,2,11,4,0,0,0,0,0,0,3,11,0
966,966,10489,1973,S1,Menikah,92955000.0,0,0,19-08-2013,35,693000,21000,925000,31000,24000,84000,1,6,7,9,2,0,0,1,1,0,0,3,11,1
967,967,7011,1973,S1,Menikah,33471000.0,1,0,12-10-2012,47,43000,2000,27000,0,9000,12000,3,3,0,4,7,0,0,0,0,0,0,3,11,0
968,968,2620,1974,S3,Menikah,34596000.0,1,0,13-04-2013,48,14000,0,2000,0,0,7000,1,1,0,2,8,0,0,0,0,0,0,3,11,1
969,969,3933,1980,S1,Bertunangan,44010000.0,1,0,13-10-2012,46,186000,36000,234000,86000,72000,48000,6,10,2,6,9,0,0,0,0,0,0,3,11,0
970,970,10981,1988,S1,Menikah,84219000.0,0,0,02-02-2014,27,434000,137000,400000,45000,137000,45000,1,3,4,10,1,0,0,0,0,0,0,3,11,0
971,971,1734,1968,S3,Bertunangan,40706000.0,2,1,17-01-2013,37,59000,0,11000,4000,2000,5000,4,3,0,4,7,0,0,0,0,0,0,3,11,0
972,972,10995,1988,D3,Menikah,15716000.0,1,0,12-11-2012,8,16000,5000,30000,8000,7000,26000,3,3,0,4,8,0,0,0,0,0,1,3,11,0
973,973,6357,1959,D3,Cerai,59052000.0,0,1,17-11-2013,29,230000,35000,75000,63000,57000,31000,3,7,1,7,5,0,0,0,0,0,0,3,11,0
974,974,9209,1971,S2,Bertunangan,80573000.0,0,0,14-10-2012,85,829000,138000,430000,60000,92000,15000,1,4,6,13,2,0,0,0,0,0,0,3,11,0
975,975,10286,1962,S1,Menikah,83715000.0,0,0,03-02-2014,2,318000,8000,407000,150000,35000,8000,1,2,8,13,0,0,0,0,0,0,0,3,11,0
976,976,2611,1959,S2,Bertunangan,82576000.0,0,0,01-08-2012,66,1206000,55000,445000,168000,18000,18000,1,2,4,12,1,0,0,1,0,0,0,3,11,0
977,977,1600,1965,S2,Menikah,56962000.0,2,1,11-10-2013,60,292000,3000,77000,10000,3000,26000,7,6,3,5,7,0,0,0,0,0,0,3,11,0
978,978,3308,1952,S1,Menikah,35704000.0,1,1,03-01-2014,54,30000,9000,12000,2000,11000,30000,3,2,0,4,4,0,0,0,0,0,0,3,11,0
979,979,5407,1954,S1,Bertunangan,53103000.0,0,1,12-09-2013,70,729000,17000,133000,11000,0,195000,5,10,6,7,7,1,0,0,0,0,0,3,11,0
980,980,2166,1960,D3,Janda,46779000.0,1,1,12-07-2013,55,12000,1000,3000,0,0,7000,1,0,1,2,4,0,0,0,0,0,0,3,11,0
981,981,3955,1965,S1,Cerai,4861000.0,0,0,22-06-2014,20,2000,1000,1000,1000,0,1000,0,0,0,0,14,0,0,0,0,0,0,3,11,0
982,982,6634,1979,S2,Cerai,33462000.0,1,0,07-08-2013,78,22000,3000,18000,0,0,11000,1,2,0,3,7,0,0,0,0,0,0,3,11,0
983,983,3056,1978,S1,Cerai,63693000.0,0,1,14-10-2013,63,587000,43000,337000,42000,87000,54000,3,11,6,9,6,0,0,0,0,0,0,3,11,0
